grocery,food,other
89,716,2122
578,71,2004
1607,965,2944
5,1292,1871
2790,385,2777
1235,712,619
1709,1079,590
626,829,2562
1449,793,1006
1532,482,1639
2839,1061,3138
981,721,2286
1583,319,2685
2812,88,1306
20,237,2021
516,1208,1114
1295,462,1909
2359,1084,190
1348,406,3350
2786,158,3232
2837,519,148
2888,240,728
1659,1211,1073
188,406,358
1759,1271,2417
14,584,88
903,628,3006
1919,1424,3017
2084,943,1050
2172,801,2169
956,294,887
1806,248,2417
2233,528,1335
1784,941,1417
144,807,2486
2221,719,2557
1429,564,3285
1450,1119,2197
2942,863,1278
2700,1060,696
1167,1120,1131
2839,1144,2047
589,340,1224
1883,935,2470
605,461,1562
2915,506,659
2571,704,1569
1253,819,1098
2820,607,1370
1386,1488,1393
695,1027,3344
2443,1251,3097
252,1292,1731
514,1442,1353
528,1111,2052
1534,482,1800
1325,1078,2310
1690,1053,2682
1025,1479,48
1536,201,1523
2038,1060,786
2804,1408,83
966,1417,943
20,851,2632
2731,378,2262
2954,1492,2993
2876,785,2608
789,1025,1584
204,1041,2355
128,724,276
2543,547,1484
1096,502,1883
2855,259,2982
1812,1267,303
542,97,103
463,975,1710
1006,300,1011
1786,150,422
777,1492,2107
219,580,3372
2247,683,1517
2224,1311,2575
1763,190,1068
822,1346,717
1937,955,2780
1963,419,2749
2462,1001,2525
2587,1169,1378
550,1200,1631
2266,1499,1073
1702,1087,1012
2246,1031,1590
2309,476,2856
2929,1044,715
1838,569,606
1889,1432,3476
2233,1022,1901
2852,1127,312
1669,628,2411
2824,784,591
1146,877,88
1616,318,1513
469,1169,1665
2784,760,2576
2323,481,2256
2308,875,387
600,782,3356
2949,1244,1101
2604,481,2677
65,37,689
2099,822,704
1724,1478,85
2689,1206,1775
1905,747,891
170,450,120
524,821,2592
2396,1364,2646
600,733,3193
104,1282,2746
1652,792,2096
2443,1459,139
37,1377,784
2442,996,1028
1690,810,3382
2963,549,3286
313,754,1670
2409,1109,3098
1558,344,1345
1501,544,61
1728,909,3379
349,147,3319
836,1272,2157
2475,59,2103
2700,784,1253
2296,562,1620
1653,33,1134
2759,651,2388
1566,1008,109
298,1309,2448
1155,469,415
481,436,824
1878,890,1949
2261,511,3453
435,1077,2031
1959,1083,368
1038,469,1141
1736,1498,1407
321,1403,2416
2193,1231,3009
2268,474,645
2198,1240,1972
2791,569,3068
112,478,2990
2905,989,1486
114,1426,3122
2534,84,3210
1905,55,860
2713,1077,2231
1115,244,2280
2598,658,20
2567,1499,2535
1389,349,312
1013,1118,1240
2861,930,2053
355,1338,625
469,1449,2986
2587,1337,1685
1162,539,2949
1523,424,278
1691,854,2747
2905,917,2458
1912,711,22
2729,766,3082
1310,1235,976
2048,761,939
1621,594,1985
949,523,1099
458,1084,3484
1914,1116,1392
1656,326,2619
2016,918,1393
2132,62,2429
306,1030,7
536,641,1193
2121,874,3143
447,239,1329
536,1444,253
517,1475,507
2340,86,625
415,1119,2148
1878,936,1141
2151,299,345
188,1315,655
2562,693,1669
2389,1345,235
1418,1232,3145
193,1437,307
2772,572,1445
123,935,2034
1127,739,1003
761,1234,3379
2290,393,1353
1186,703,1921
1278,35,1193
1915,1416,2802
1254,867,2934
1002,925,624
660,541,83
1788,477,2
233,616,1951
1253,1366,2705
2735,374,1779
1254,1034,1146
1967,402,2725
455,653,1626
2636,1373,802
413,1063,626
691,1016,2658
1338,1137,3264
980,630,2366
1115,369,338
2766,66,1609
2826,763,890
2094,1006,91
2172,534,1943
1158,566,1632
525,1216,3326
2348,811,259
578,417,1800
1797,311,2022
1351,1399,2861
1348,1389,959
2021,455,3127
866,46,1225
202,1192,623
1624,108,1396
1280,24,2888
2570,690,1616
2252,42,1546
1117,340,1463
2104,567,751
468,1338,981
2224,817,1500
2271,735,176
2606,764,489
2728,165,2868
171,400,1800
2772,447,825
270,297,3242
1277,1392,784
2576,1304,483
940,325,335
1722,1227,862
1731,201,858
163,424,650
2237,146,3021
2107,528,2377
2070,844,1304
2849,636,1996
690,961,3024
699,1156,1543
2865,908,146
2361,34,1480
2913,682,2164
1388,843,614
1718,98,1829
2506,1199,725
270,143,561
2067,352,1224
1424,1301,1811
874,238,3214
443,1125,3090
2209,1045,2708
1615,1257,96
2037,1026,411
408,1288,2639
1707,495,57
804,79,2700
2372,1278,2863
1921,1131,2239
2525,301,1905
1803,1256,1343
1980,670,16
597,646,3388
1467,1460,1983
1436,20,578
237,1197,940
1573,680,394
2649,524,2101
836,617,2630
932,908,2485
511,350,1635
1898,1369,1544
2722,23,1572
1646,404,1013
991,58,3485
1229,1446,645
2831,297,749
6,1241,1417
2550,485,2726
1970,113,1234
1318,267,1361
2611,712,398
2928,455,1041
1226,162,2322
311,1114,1377
59,307,1574
1225,157,1082
1325,1459,1929
2636,662,1224
350,431,3369
1026,1459,86
2475,942,3481
2144,1187,633
2479,956,1837
2629,131,2158
1942,1352,2254
1528,540,1938
1012,898,3062
2099,328,3425
2884,967,2428
1655,1300,468
313,1055,970
2928,705,1336
2039,1016,327
2084,1189,503
2568,543,1665
2285,345,2013
2296,435,325
2938,761,321
352,464,991
251,1248,360
973,1038,2965
2319,9,1778
2525,987,2559
2831,684,517
2649,321,3302
1871,636,2851
1903,714,3089
989,1398,1781
2542,882,639
1750,18,1423
349,1218,3369
275,1138,1794
1644,1385,2014
2650,1158,2653
672,46,450
2708,828,2022
2977,1331,2347
1526,1265,2229
1672,333,168
2090,706,1766
230,717,682
2948,1441,1759
1712,1159,602
2109,175,1429
1374,813,1806
1420,227,1134
2602,365,2903
714,710,832
183,1447,3046
2207,313,2839
1460,406,1944
8,81,3460
460,129,1511
1277,528,1230
2802,600,3190
1436,24,1976
472,1277,2851
609,723,371
2744,469,2713
1605,653,2345
276,1284,496
1704,195,20
761,479,336
2992,1453,1186
1358,709,181
2938,439,987
859,947,532
693,424,2441
1067,582,747
1283,450,2320
2495,975,2744
2955,608,3344
1559,1261,2359
68,22,1305
2755,1301,1230
1876,1143,2577
2393,1493,2465
981,790,2244
2592,1487,2477
2452,898,1153
2296,348,150
266,612,1579
1967,1076,2601
2287,664,2406
1833,996,1967
2388,543,2665
136,925,2461
1189,114,1792
1199,530,2417
2328,610,1201
1893,749,2842
773,48,2707
1912,982,1630
239,419,927
1432,243,1103
897,114,2682
1003,1425,1955
1347,920,3379
2380,1133,662
2590,185,2944
275,1300,2389
1157,667,2110
1948,1152,1574
69,1408,2983
1099,1210,1265
1200,1366,68
2550,1196,3191
2362,389,1296
2135,421,107
2007,1260,2752
2277,342,40
506,1076,408
1352,607,242
31,627,16
1336,1201,2898
979,367,1518
2822,594,192
1453,873,2918
1851,1267,993
2465,936,659
1282,498,2935
1358,51,1359
2352,925,1952
2697,779,1580
462,755,1413
2166,580,1213
733,860,54
1215,612,1240
2012,538,1435
971,294,144
761,792,1726
1573,555,3028
2827,649,1
1708,460,1084
2013,548,1699
1104,138,130
363,1394,367
499,570,2037
2111,100,2616
1453,376,3186
1346,215,1577
488,1094,1814
1932,34,2367
1325,437,2303
1163,264,2492
283,1141,1025
2842,676,349
2364,715,2745
916,575,2876
2363,772,666
2895,727,721
2125,1058,1372
2141,52,3053
2671,114,2792
2239,106,482
1190,270,137
2474,1116,2096
2558,610,1234
426,1315,3279
36,967,574
1795,1489,895
605,975,3108
434,1440,1566
70,275,1870
2287,1153,911
2577,436,498
2634,312,532
292,1463,1452
2956,1468,2706
1860,1299,878
1783,1196,1472
2411,1496,2089
507,522,1023
2034,1464,783
1861,1051,3151
2540,708,694
1213,408,3190
1864,408,1030
1824,533,2272
2345,82,27
2535,338,160
2348,1026,13
2919,1448,1735
1862,1351,405
706,1177,1516
2619,653,2127
1337,166,220
270,1408,1331
1478,854,59
2226,60,2516
1724,143,649
946,1148,1796
1070,931,1171
1940,374,2201
806,386,652
2800,1005,222
2310,572,2954
675,1146,1557
1174,399,352
492,1189,847
568,1352,1407
1057,463,3059
2375,766,1020
680,1218,3233
1803,98,2272
827,1203,1650
1312,378,2834
223,714,727
2371,1491,517
2933,709,1624
2894,1367,1191
2032,1079,2439
527,964,628
84,687,2709
2525,67,193
813,725,515
1784,559,1225
2267,702,710
1090,1017,3447
2107,469,2645
2492,609,2586
2087,154,3237
2817,936,38
1941,160,1324
1305,678,2893
781,875,2544
2238,1138,2431
1628,1163,339
1233,1000,454
972,817,1653
2147,1027,17
896,1231,2258
1315,1036,2007
1996,940,2487
1367,676,1178
2569,460,2067
597,1172,423
1753,1357,330
1912,1255,2024
2916,599,3177
916,1316,1651
2937,1407,1452
1418,125,531
752,1352,1060
958,370,3205
811,313,1828
2011,704,1844
627,414,2639
2269,1486,3074
2633,1257,2631
577,27,1401
1943,400,2969
2868,547,377
872,39,877
2935,1168,3231
472,240,131
2559,850,3026
1451,1067,2886
726,1117,1169
2665,705,2798
646,438,2575
122,648,2532
245,286,719
12,1236,511
219,258,488
578,695,342
2135,269,3497
1637,1220,2202
2626,137,1360
1842,666,2594
1900,573,1852
706,1299,1626
1068,1489,1238
2913,964,1613
30,463,2145
1483,511,30
1904,905,1626
335,1234,653
1650,1318,773
1884,1378,2261
1297,1410,959
44,1496,241
742,504,1013
1422,480,979
1152,645,1308
1940,494,1043
907,567,2308
2204,994,2364
591,136,2626
2906,462,2850
1317,965,502
135,657,1251
2288,944,3235
123,486,1545
2719,702,1284
1632,122,1531
469,1178,1231
134,159,2019
976,973,2824
1616,955,3093
1851,263,3005
1942,1118,626
778,740,527
747,706,286
1892,326,2861
2750,782,1646
356,1343,3370
1559,1147,1227
233,197,3211
2153,1025,428
2752,1095,1358
2116,1489,3469
918,1298,1428
2409,224,2086
2328,748,1091
2032,292,526
1966,195,2205
374,205,2645
2490,474,961
67,1461,2959
1177,1120,2582
1309,1006,2858
693,1162,1162
1239,1290,148
1545,836,1486
989,800,1411
267,1289,1059
1068,702,203
1792,1235,707
2604,188,1647
776,87,1931
2045,742,1845
745,940,872
2459,63,2443
1147,1070,1412
2337,1401,2755
1633,259,2767
206,710,3327
2512,1314,764
1413,296,3114
964,65,951
529,176,2916
2674,378,201
1263,1450,787
1349,147,840
1429,1302,1347
2394,1238,1153
1854,138,771
383,787,685
741,1213,2817
636,1281,362
1579,786,2924
2091,1155,96
2720,67,1538
2350,525,3455
2434,199,3456
2218,194,3116
1276,561,1069
361,1005,101
1585,948,3114
675,308,1930
2484,719,2116
1037,490,2888
1764,1037,3160
2480,599,1448
209,13,809
851,639,680
933,870,377
1444,13,1041
1043,1369,1866
1002,62,2567
1760,211,1909
1773,904,2779
1670,336,2437
1609,763,1298
2584,230,2720
2517,946,634
2273,894,2613
286,842,1988
780,1372,2871
1295,1237,2388
1751,778,2957
2329,869,3244
2820,1003,1389
2630,548,3113
610,425,54
519,591,1842
1015,711,1217
53,100,1375
1295,1427,2994
157,523,1496
1720,1191,956
777,397,466
366,1489,500
261,177,3426
1612,1355,2206
1087,1125,1133
2830,972,336
1775,541,1946
242,207,3422
2066,144,266
235,1327,1459
248,883,2338
299,569,1682
2639,1410,2190
670,167,2084
75,555,1600
1545,608,2803
579,708,1126
617,835,2624
1135,1454,97
2359,537,2602
988,313,3170
1287,1296,951
1686,0,930
2567,784,2464
2018,1088,301
2233,877,2632
572,350,198
1353,770,255
644,522,1381
1070,195,2128
1854,549,1614
1197,1044,1834
2256,1111,1448
1381,1109,2648
549,258,1208
452,61,3475
2114,725,499
1624,869,2308
468,309,3089
146,1406,3279
2779,460,3099
1121,1277,868
2859,621,871
398,1442,3373
1090,114,3198
2698,335,3262
466,28,1890
1712,893,3376
2815,128,2952
515,743,998
425,1127,3224
814,67,485
2790,940,1361
1659,525,2727
709,40,3466
191,639,2114
1366,1185,536
958,62,1231
2427,1303,2810
665,1233,1958
670,1334,3441
160,195,2005
291,408,2923
192,1374,1972
507,1097,2137
1334,380,1179
1129,703,913
2124,786,454
1866,379,1705
656,1007,189
507,823,3392
137,152,80
1838,879,593
1852,557,639
796,204,3190
153,1174,3246
64,1395,891
2162,1480,3112
877,1094,28
32,310,2775
668,1096,3472
2047,826,449
2532,161,188
1800,1173,973
507,1332,2748
1499,332,2998
1338,1311,2609
1386,1092,3299
2679,1046,2916
60,116,1364
1421,936,12
2058,1419,572
1231,626,2897
2105,1361,2022
2178,1110,3042
1272,220,848
2656,24,250
729,1463,2470
1928,340,2611
1908,1359,715
2764,31,1217
1854,653,3394
2573,665,1381
13,704,1941
432,1421,1098
1388,1134,308
1987,384,2340
2356,92,1660
139,979,3076
1594,72,1484
314,1250,750
2012,44,1680
1133,82,2357
1767,806,3129
1765,746,1581
1301,677,304
2971,668,468
1587,168,3075
1073,1053,2627
1082,1148,2321
2748,1456,670
2658,199,3190
1083,1345,1797
1175,658,787
569,1160,665
742,1475,2717
973,752,984
1651,1478,1411
1574,1181,3385
1745,1366,1323
2107,948,3062
1052,18,924
583,1488,3308
859,804,2277
278,660,385
690,1014,484
500,821,1740
230,1354,3315
717,580,62
2077,1281,778
2859,1178,2559
2273,1500,199
879,1251,2333
321,623,763
2440,907,2756
1942,831,2552
1859,1303,174
252,489,3076
1240,704,2996
2490,919,54
382,941,1255
676,1030,3480
961,430,157
592,461,2771
2598,1105,2164
1010,1121,1953
1320,1371,547
2161,98,2238
2823,257,783
1300,584,2035
1190,778,442
2459,393,3101
1653,135,1765
1942,1359,2509
2369,1179,906
1174,1248,1040
742,173,1319
2909,625,1464
423,1258,639
2503,765,174
478,599,2191
2396,1106,1866
914,1357,1397
787,439,1294
1947,626,1641
2369,290,396
1724,844,2944
1307,800,63
562,851,3264
538,750,2066
887,1376,2362
2193,890,3075
337,515,3087
379,44,1041
905,209,2820
802,434,2382
1084,318,2456
908,613,1166
223,1302,668
1098,172,3044
1100,639,2271
697,634,135
1558,572,900
1499,1006,3154
893,342,1148
1282,1432,1542
56,399,1106
2031,33,1723
1191,451,3410
125,753,2693
261,736,3300
2496,858,1124
2297,1189,67
349,575,2878
1617,1050,95
895,708,1239
2702,950,2933
1075,177,2337
885,1008,1456
2927,1161,2247
1623,828,3233
1755,680,1970
1335,878,1106
2302,39,1621
1981,901,368
2825,487,3422
993,1040,2227
1602,666,1496
944,185,2198
2149,1112,1558
2384,355,660
2554,1369,541
858,51,1362
2623,1107,2252
1029,1386,336
494,682,1942
1145,1249,1773
2715,333,1006
1112,1115,2631
2075,486,616
841,49,1764
1450,908,228
2043,1380,1959
1295,1138,684
766,795,1910
882,635,98
881,1398,1109
2282,957,3147
1514,396,1848
334,173,745
2043,348,123
1346,191,1448
1443,1348,1869
445,663,2430
2078,254,3027
342,1279,111
1333,938,1653
1795,272,3203
181,1420,1098
167,1218,702
2028,1388,1408
291,632,881
972,38,319
2480,46,3496
1746,1473,878
712,187,6
2883,318,2489
675,1208,1265
1681,186,1740
336,942,919
22,849,3173
2844,26,1750
2697,781,2151
204,1486,862
839,45,662
2573,121,1165
2183,1352,23
426,96,748
1651,1260,2609
2497,1402,2990
615,1070,520
1744,1014,3385
2824,187,705
1804,1399,3210
2539,952,696
546,887,2623
2360,505,2269
632,383,1027
138,293,1037
2950,501,719
404,684,3441
2885,35,2522
491,1114,2322
1681,1056,2865
503,1403,861
230,1103,3461
2678,441,1856
682,1328,1197
2570,1385,3156
2903,582,3360
2717,622,2530
469,895,2255
83,953,1788
2948,794,179
172,732,425
1601,1480,313
602,43,483
1639,601,3125
663,1140,2168
381,814,3038
2373,694,2145
592,276,1683
2978,1076,3469
1024,1450,1825
2612,1454,2988
1643,692,1829
1273,739,3205
605,759,927
1368,123,2301
990,1127,1691
143,1108,176
1388,729,836
2334,965,1461
2454,1382,3412
2862,186,1249
1516,1365,2497
1347,567,2084
2059,1,885
2948,1336,498
1882,276,2542
658,1264,2359
2009,357,2333
1770,833,675
2988,40,674
2082,1173,795
889,793,1213
1430,457,2845
1594,128,1120
689,1385,1005
1011,1447,123
2120,1077,682
2067,546,1445
1323,1055,3142
934,986,2722
2180,237,2516
2746,360,457
1854,12,1889
473,1122,421
594,111,2868
513,118,3375
2601,652,3192
1689,1483,1632
1763,1275,1519
2352,1274,449
435,458,1014
870,1010,1069
2035,323,3188
1296,366,2165
1574,291,1336
908,584,1754
2430,108,1988
2955,1203,1976
1325,806,1466
1019,297,2879
2940,1404,603
1908,556,2833
1902,1322,1772
2318,1372,1993
288,1418,1887
410,1237,102
130,759,1073
2480,1401,3381
1848,775,2308
512,478,2293
1607,214,1979
2285,483,2569
176,646,389
2696,443,499
472,151,3331
2135,910,3196
883,1499,566
2536,203,1430
1515,394,3209
2395,644,3348
63,219,1475
301,1497,1007
2304,1242,7
2334,534,1208
397,44,3070
2229,101,1472
724,241,2532
1412,64,2505
2175,451,851
505,891,1564
1367,970,1115
2425,1264,3011
1056,553,2563
195,81,994
1769,46,195
2120,351,2389
346,805,2843
1009,1110,1939
1217,422,986
211,900,2571
1257,519,1408
2713,119,892
2574,270,2506
2000,836,674
469,919,1782
2812,639,708
589,401,1450
2998,788,17
2380,251,687
1513,188,1488
2261,853,1363
1437,720,1486
2772,506,939
883,1374,1493
1952,389,3336
1369,169,997
44,278,2363
2898,1019,117
1586,375,2087
1277,411,3436
2895,330,1141
326,591,217
105,1018,1395
388,1135,1598
744,930,360
1806,104,76
296,1319,729
226,649,2084
2754,1322,1655
1849,76,1319
547,326,3257
2277,154,1011
977,781,3390
2954,393,7
1124,1024,1518
754,653,204
1711,300,1549
484,229,2226
1853,243,122
693,1139,2264
2763,1316,162
1230,1161,1456
327,235,132
1625,672,2928
2439,444,1101
1169,702,2992
2699,1481,1450
2177,1174,2443
2692,1248,3455
321,1211,1435
1230,333,1720
1337,741,2086
839,462,3354
874,208,922
1984,1158,2036
2421,36,643
793,551,1991
1496,1424,2026
1361,1393,2996
189,189,1480
1031,177,2078
699,347,3080
49,1344,2374
561,210,2325
987,757,613
2940,202,427
1097,1179,836
721,1437,311
1865,1016,1759
2169,1241,3445
2613,361,2440
2536,10,3150
2199,1017,2173
373,144,2510
1239,161,43
781,948,2417
2804,702,462
931,406,1693
1904,849,671
1636,1419,420
1807,745,2205
32,862,1910
2855,152,3451
1993,665,1328
232,801,1828
1953,850,1222
1472,1085,2031
615,1261,2881
2473,1061,3444
2121,1382,2076
513,1027,623
2821,1150,1751
617,1075,772
1112,821,2300
1854,1135,1401
2292,190,600
27,787,2745
767,1480,3077
2023,1317,1114
580,936,3402
798,1162,509
108,1107,3451
1131,145,2823
501,453,2862
653,1041,1719
1242,946,2745
1920,815,767
1815,517,157
555,1083,552
2438,918,727
674,514,1025
2505,906,3274
2229,251,409
1370,22,2898
1136,128,1774
2863,645,759
1078,1317,1217
2495,706,702
1293,88,542
628,1368,8
2492,964,2761
2509,819,776
1423,237,2397
710,395,3077
2095,274,591
1273,834,1688
137,65,2548
1353,689,1203
2652,649,827
2921,103,2368
1684,1277,1597
1915,718,926
2958,75,123
1694,1485,1925
2820,407,52
863,314,1394
2567,615,2087
1946,638,942
288,866,1255
1288,633,1810
1753,651,2791
1103,239,2801
1740,309,2011
2880,363,1034
1805,1156,13
416,495,2117
362,590,424
183,1076,1641
2635,1217,3106
1115,522,1773
2307,919,3241
839,1012,823
2697,850,1154
1433,241,1071
2802,99,528
2094,827,237
2041,1294,1802
1915,623,723
1588,273,3168
1212,414,2920
2131,228,1784
311,949,67
2076,262,1892
1626,929,2021
129,711,2383
2304,1268,2144
232,27,863
256,562,3113
1975,815,1909
1564,298,1526
2122,453,2124
1264,605,2691
339,1169,3321
2537,1000,736
1815,939,2650
2662,139,3004
2450,304,2316
2604,368,3140
293,74,1314
2463,452,2672
2742,875,1334
663,808,1671
2685,620,1433
2411,1486,1976
2390,1479,3245
1487,20,3124
1843,573,3473
157,1268,1050
301,734,2905
796,1072,730
2945,72,2380
1852,168,1193
673,568,2926
962,730,487
2564,25,2421
977,1291,2091
1163,338,585
264,866,1343
2036,794,2672
2213,1358,934
803,1470,1886
2883,1175,2636
1210,1488,1562
2416,845,2749
1683,1187,1382
106,1131,802
2342,625,2744
2691,267,1955
2612,1377,658
2891,1235,468
2793,339,1376
2229,948,572
2012,510,2053
2743,620,2815
32,1244,1704
2509,319,1937
613,187,1502
2545,775,2041
2343,340,1206
2074,1387,3338
2594,1484,2804
1014,1479,105
1745,132,2273
2252,883,1838
1954,483,2205
2460,438,2510
377,858,2821
119,177,231
520,1216,3077
1085,225,2525
2167,1425,1324
1495,416,665
2196,502,3472
80,1186,3046
2021,560,379
1227,1498,1266
2697,616,2089
1411,792,21
908,169,2876
2897,538,414
756,996,410
2959,1004,3277
550,922,284
544,428,447
182,1254,2144
178,31,2530
1800,384,643
806,312,1108
278,792,3160
1252,266,478
1100,828,1570
1493,1218,136
1734,1193,2851
2274,1384,1851
810,773,2458
1462,52,1210
744,739,2093
2655,1459,2971
1194,1150,798
1146,883,1003
184,17,3120
2355,1245,1666
729,608,1935
596,524,2546
2588,503,625
2953,516,220
2404,756,2043
1349,9,1300
2449,705,384
1395,672,1330
2085,910,2894
2915,328,1134
507,1494,2973
2246,989,3250
2306,1339,3374
2714,491,1926
785,1326,2591
2195,1287,1
1286,921,970
1002,829,1862
848,192,1771
1506,780,1924
2817,609,2021
80,494,1524
1447,235,3221
601,109,1392
1720,1107,41
2359,1338,2236
2983,518,2262
1855,972,2008
1157,1022,615
2516,202,2459
681,975,1793
2990,344,1277
595,1207,2680
544,813,835
1167,26,1944
1160,647,3475
1233,252,1385
2389,1483,2345
1506,902,2610
1064,78,1453
2384,606,557
2355,92,2214
993,563,1284
2907,1318,3048
1855,1237,3046
132,64,3174
1375,459,1642
2690,130,1421
1669,826,1235
923,830,738
347,1419,3053
2109,935,1318
1932,1171,178
489,244,1901
2174,1399,1493
2709,1436,266
846,133,1178
2546,296,1159
180,61,1903
1526,444,3207
927,12,1163
737,980,3222
617,1087,3267
2267,1186,1711
2187,922,2670
1387,1108,3122
282,154,1204
1652,1032,1246
2038,1132,2244
1169,1488,104
2647,1235,2986
1351,1071,2434
1899,1162,1198
362,962,1341
2126,289,2249
2789,245,2545
415,1432,422
396,854,2056
174,1206,2152
1916,1320,2095
2981,1465,137
407,643,1031
384,1185,3139
1306,277,2522
715,382,1709
2066,23,1818
715,1310,290
567,42,1740
215,642,2591
1284,667,77
1357,976,1798
2859,1015,3301
1272,1257,1520
1736,1494,2659
2718,1190,840
275,1284,1488
1155,59,1721
684,1449,1973
2873,452,1376
1980,1320,2770
623,924,491
2960,458,3458
1565,465,1700
2139,161,1163
2384,628,1877
1791,1161,1311
2703,309,2093
2086,570,2815
2746,190,2365
357,216,2511
2913,644,1643
2590,624,3035
2970,315,2169
146,1347,3238
1676,885,3442
1411,1341,1442
1359,842,278
1923,1437,2360
2920,803,799
685,935,2445
2832,518,1244
2163,118,894
1351,1277,1684
373,306,2016
1754,1034,1293
971,822,2704
601,975,1609
356,1148,2657
1354,253,1416
1662,1396,2221
248,1447,2222
1822,757,1872
2720,1130,1017
495,1487,3265
1141,296,2514
1161,259,3155
2728,1160,3436
263,161,2352
318,785,2954
482,96,1143
1260,189,2003
152,372,1505
1086,410,1382
223,954,3042
1764,54,1568
481,937,2992
1612,1113,2291
558,213,3326
2866,438,344
1607,94,1433
2240,1442,231
530,740,3157
136,1074,7
2518,927,969
2156,1449,3321
382,909,38
848,1179,3105
2942,212,179
2789,727,3285
793,1037,1506
2846,995,895
477,1401,1577
2678,0,3261
2038,1261,204
2838,264,749
189,726,235
532,922,1217
414,3,1092
665,291,1942
388,1300,1672
2722,1437,3441
1135,490,3386
833,492,1717
2121,428,1730
2059,577,258
2222,1272,699
2348,678,2347
579,564,3262
2501,1481,1018
626,904,2830
2331,102,2148
2106,905,1099
701,67,321
1226,450,721
2534,166,75
1543,1269,1626
486,1159,707
2407,208,749
1009,457,2158
954,953,385
1582,621,2641
2335,404,1095
347,641,455
783,467,2299
2008,61,61
797,1261,1643
1896,145,1055
2641,860,2051
2921,93,2672
855,1280,2588
1036,981,2226
1665,1450,156
2257,664,790
1294,720,1914
1244,862,3341
961,1305,2054
135,1221,1694
850,1022,1850
2871,1367,912
2299,1436,409
705,1065,252
197,286,826
1951,600,799
2110,1018,414
1255,30,232
2633,482,2137
2964,1425,2517
1375,1317,1817
2130,515,1645
2178,508,2008
957,1050,2935
592,1362,672
542,441,1276
1027,533,299
656,1135,2873
2642,593,1719
1131,20,2415
333,1435,982
1409,560,1833
206,828,3276
1688,1359,1086
290,710,1839
638,26,1463
2652,307,176
2143,885,3445
1523,184,205
1962,142,2291
1038,1220,3287
329,1360,1081
1465,1339,2702
2127,372,1295
530,514,2208
138,922,1725
1693,510,3447
1803,416,1596
548,489,2447
1617,1010,3106
2395,590,938
2635,971,1502
2877,294,703
1078,1364,2422
2200,818,2394
636,1353,704
1518,514,1878
193,446,3414
1561,334,1506
1003,553,748
1519,1213,2742
2920,640,276
1228,646,3173
1535,838,1451
1195,342,3189
2724,1147,393
2431,449,132
1862,851,3341
1695,594,3482
807,417,3320
2462,1138,1864
1155,1097,2610
2836,1063,565
1127,128,3252
1571,1449,1892
80,94,2715
1544,392,1333
2989,1215,2851
700,682,2437
1323,312,2787
244,1010,1364
2248,692,3031
1723,312,1499
1026,26,3498
292,1053,1843
2330,741,2484
1540,884,1590
1191,65,2244
1107,1107,1939
930,1091,3227
1463,1152,1473
2679,1234,1751
1055,1443,1845
1916,1264,2444
1684,1272,3469
129,1206,2577
2751,705,349
2662,1412,2843
1130,150,2153
1628,762,3270
981,1068,2075
529,621,3204
2309,203,2429
427,333,1291
2800,642,2078
2084,100,2250
2212,59,1454
411,328,3155
971,1040,1436
1175,804,2619
1222,292,1943
2596,933,237
1583,379,3357
294,250,3469
2416,306,3493
1000,1050,1961
1467,1049,1680
2113,397,595
1682,1064,2444
335,1326,2719
331,740,843
1775,492,3423
1268,741,1904
2963,874,2753
1303,894,1443
1986,391,542
1941,119,1314
252,287,759
1855,571,2529
884,1078,1964
292,313,44
2954,162,43
1674,1067,2747
2260,1218,1560
2807,1215,1464
1711,1140,1721
1903,1222,361
1302,319,760
1583,302,1595
1235,440,440
1102,1459,1980
2871,260,660
2960,1326,1896
2919,1367,2708
2591,1303,1780
1376,408,2998
121,925,239
522,336,1489
1716,306,137
1120,1039,1323
602,361,2448
1029,1237,1529
2180,869,2125
2758,183,2962
266,1091,1305
213,1189,655
2072,42,1035
2242,921,1538
2493,252,1793
1725,1482,3365
255,690,467
2770,834,707
1331,1416,1658
2566,567,796
34,1293,1806
2533,480,655
2416,1276,3037
2455,678,1548
415,785,590
1324,244,3128
1092,393,712
913,977,1896
649,752,1754
2950,1040,1851
1673,372,761
2545,836,1290
2128,1227,3109
491,692,1368
1885,810,286
1683,521,173
511,852,100
1321,355,3149
2990,1190,1322
2189,1486,1154
1959,686,1228
1255,473,1008
2458,1185,165
1498,152,2480
2646,111,91
1511,844,2295
633,1490,795
2927,624,1168
1904,889,1670
1721,897,2219
2347,1002,1258
109,806,3482
268,1378,3138
1701,310,3119
1042,21,414
1717,990,221
647,428,2480
1614,660,1787
632,1045,3351
362,642,2108
1477,1411,529
1993,449,869
673,1142,2405
1570,481,2930
2089,1200,483
768,754,3155
2600,387,2874
2776,723,578
1664,35,1083
518,813,1629
137,1335,2556
2230,1260,212
458,239,2728
635,1485,2557
2919,579,387
1876,542,3015
947,406,357
1862,301,3386
2081,369,2694
1260,1112,2124
1890,490,1693
1810,771,1793
2851,1452,410
1846,1003,601
1943,268,1302
2399,1107,573
1365,680,295
2400,1060,3097
2318,1426,3132
2042,534,1796
1796,889,2059
2714,450,2477
2406,646,2595
2651,685,193
328,875,1396
2040,1193,1033
2799,7,1576
2000,1070,1973
967,1217,2922
1587,240,3342
729,1336,1189
2717,734,2289
898,236,2642
2279,25,562
2718,821,1996
1828,707,2230
1433,1278,1850
103,1417,1672
