grocery,food,other
2384,431,2177
2304,804,2735
518,413,1566
289,900,1978
1100,1096,223
2181,688,417
1888,662,1664
1948,847,3096
1811,677,525
1891,970,1622
2645,951,3062
395,285,8
1086,81,932
614,881,706
900,884,202
2657,144,3142
1978,1018,1976
1787,1083,89
2781,189,1200
951,1072,705
1307,1015,335
2175,1482,325
2074,1250,2925
447,596,2191
2165,543,530
1113,104,460
2684,683,187
1068,842,663
2934,1255,840
2813,553,3140
2259,1143,624
1889,347,109
2870,890,2112
507,220,1474
2376,896,2614
240,1132,1704
1272,784,1221
141,896,480
335,120,2217
526,754,731
2449,81,3091
780,482,407
1966,1141,860
450,401,2964
154,1041,876
1297,81,2169
2755,674,676
741,210,397
2657,527,605
1519,821,654
1182,271,2274
2796,1082,292
2871,513,1606
745,500,1983
956,743,2815
1428,1126,2871
2691,592,774
1100,691,1737
2531,1238,3010
2641,694,462
975,1187,1141
2569,133,613
988,939,1688
2501,465,7
309,1020,1427
2134,1284,802
2425,86,1544
1186,910,1799
2518,281,9
2760,1200,3208
1641,1271,2713
1688,1176,1763
1823,552,3384
2967,113,3496
1479,1041,2498
2214,338,2594
1292,661,1906
2948,1216,2357
2852,782,2852
2984,23,390
2080,804,3145
777,954,2507
391,577,396
2470,62,381
1472,701,3204
1779,38,624
2595,287,1751
644,26,1666
1522,1051,2497
651,1230,3351
812,750,2158
2499,1143,3097
2296,15,2922
2867,1163,1874
2810,1388,845
1858,1270,2968
2526,337,3081
1742,680,3425
1489,1266,1078
2367,502,1606
1577,198,1727
2303,1232,792
957,302,1981
976,717,1555
83,1033,2703
915,9,2499
931,786,1669
2794,1204,3446
2670,1446,785
2345,601,3275
902,1010,2023
2194,532,3021
2711,703,2965
837,457,1688
1761,987,1707
1090,912,2671
1922,1159,745
2776,1487,3032
2751,823,2330
1349,735,1281
2742,798,1217
1717,193,1802
900,951,2140
2982,367,3350
2823,1217,3437
1258,1202,1840
2231,472,2041
1601,238,93
1985,1305,530
1512,1142,2600
11,1207,169
2281,988,1531
2001,1150,209
2817,257,504
1538,831,2984
406,994,2756
20,243,268
2900,1461,55
2056,323,624
2964,256,2744
2879,1092,477
421,539,1229
1925,71,245
864,652,2761
224,526,150
2005,473,2285
309,1059,3454
2875,1477,728
49,1001,893
169,1044,409
2135,844,2569
110,437,1331
902,196,2286
825,652,895
549,1124,1186
2069,1029,1484
2208,561,111
893,580,2010
1366,1077,1342
2924,1164,2081
2651,905,2786
2005,213,3217
2830,140,3394
1892,1444,2094
1409,349,60
2390,152,1608
1664,1170,682
1465,707,2850
2122,1117,2396
435,138,349
1739,537,3407
2101,1024,190
675,391,3491
1470,696,1167
2614,153,2856
781,165,912
1088,734,514
1577,1137,1933
444,1053,2357
2512,1203,161
1762,147,2953
113,82,723
258,1447,2643
1304,502,2802
1637,652,1983
1685,919,1860
1531,1249,644
700,166,77
1792,1128,834
1403,1354,1001
355,464,78
1712,1386,881
1014,166,338
329,399,2535
1511,574,1624
2928,1161,2320
58,110,1974
1167,348,1788
2440,343,1566
2370,250,1621
1101,364,2981
2081,1265,1695
1360,291,1266
1998,366,1969
156,498,3343
2417,1091,513
1947,117,1957
1014,1009,1350
1779,88,606
1104,875,2434
1936,1246,233
1067,427,2182
2198,1212,1498
561,137,1588
2570,514,2860
1503,1175,6
526,627,3038
2022,608,506
2065,65,1950
2725,655,1175
679,849,2389
2767,1006,1703
1619,416,774
1709,637,3043
151,265,2561
1790,190,2893
537,613,2552
715,1030,956
621,469,3091
191,72,2065
2138,116,1346
267,566,186
2357,624,1801
1259,1368,1535
290,863,716
2873,1188,1960
375,1254,1987
1965,597,1374
839,1045,3446
2338,1141,1589
595,1266,2149
2405,931,1748
1349,1165,657
2387,171,1742
1976,1347,2637
1836,622,2635
1240,193,2506
545,1061,619
1033,124,1889
155,218,1666
1943,1294,2807
1367,463,2969
893,912,29
1485,1201,1017
1731,1450,1577
1062,916,2096
2812,3,3401
2086,966,24
689,893,963
984,1182,3047
2952,823,1200
2227,187,3326
559,213,99
442,69,785
2914,691,3309
2501,25,2214
2094,471,2788
1744,1081,958
14,487,180
2767,331,3283
490,977,1193
2283,1073,602
2196,662,335
2766,936,1706
1642,823,3254
649,1114,462
1965,664,2819
2281,1187,1643
1361,6,709
756,555,2373
2147,933,3133
640,887,563
211,1065,1806
444,186,745
987,377,1142
2870,312,3246
1224,169,1190
1838,54,812
2410,485,1152
1492,176,1648
901,1170,926
814,1215,3491
1247,772,1913
2612,1157,387
636,4,2001
623,859,172
693,443,930
134,1444,3441
2345,23,3358
2806,407,439
737,132,2296
2844,1200,2281
1016,1327,703
1149,387,3153
1031,794,3281
396,336,2537
1896,530,2
346,1375,305
2326,948,426
2676,1320,2096
1820,227,2608
1549,223,730
2579,847,1042
575,667,882
733,173,1690
2324,835,1710
173,210,2744
2996,167,1101
1965,1106,3149
2885,84,345
2971,60,581
2071,1292,2537
2171,371,637
2306,947,2159
240,302,1027
1888,1038,3486
511,1416,1859
2614,1108,1697
1293,1175,2665
191,152,627
1990,1338,3320
788,998,1017
177,311,3343
2155,1358,2477
2604,1089,2940
1166,774,1312
806,694,1664
1887,1283,1717
1103,512,101
775,868,2746
2935,645,916
2575,1334,1668
1644,403,2847
2918,562,3273
2117,494,954
2106,560,1708
2848,626,1914
343,1482,2570
296,845,3280
2157,983,2043
273,780,804
2719,1097,3006
594,89,3401
1026,1146,3044
2345,956,1401
1664,1247,799
1841,416,330
1985,938,531
2021,1164,2699
351,788,424
619,660,746
1183,559,787
2309,831,215
1850,1320,1574
1922,1077,188
2962,101,3211
759,887,3332
39,449,2833
645,1129,1823
1667,529,454
1358,1373,1892
1939,636,647
2447,990,3355
2706,1309,2605
2517,620,1660
1412,778,2151
2518,341,2250
1609,315,1713
2749,576,1579
769,922,2393
1507,768,604
174,1005,2895
2823,183,2962
2654,1399,1691
1314,1231,325
255,802,2077
2787,990,728
742,350,449
1426,1052,2993
2367,1005,2982
1440,1391,2182
1754,1248,994
1293,500,3366
857,622,3141
633,1056,290
885,701,2058
266,1385,2983
595,685,1194
2573,13,2174
720,441,987
1559,491,914
2626,1313,3078
1579,201,661
1623,807,2341
476,231,2755
2355,777,2768
1452,803,2073
31,1017,2998
969,1396,2985
613,97,2745
2844,613,641
704,496,1777
2724,432,327
1089,180,582
1585,779,800
2660,991,1187
816,991,2914
118,1339,2415
1636,326,1847
2533,1406,1098
54,112,29
1075,849,84
1224,843,2781
1434,851,1416
750,442,1402
2266,785,3166
1244,1324,962
2990,1218,3332
1872,1329,942
1551,404,2250
2035,1145,3442
712,949,3173
2848,182,1414
15,748,1374
283,931,3168
115,153,2467
2060,820,3039
2094,831,2588
1101,1444,539
2261,543,161
2484,31,436
264,673,1483
559,36,1570
136,1335,996
678,1142,435
1386,301,2799
336,227,2258
1758,534,2641
2376,1456,1840
976,1246,3416
2838,416,2909
1106,314,703
2550,1377,62
303,933,2651
986,1274,810
2085,945,842
1417,688,2969
1342,278,1096
184,461,3019
1167,1271,2513
2806,645,36
2299,1467,47
2163,105,1217
908,235,1574
2326,73,2746
640,1039,919
2257,766,3261
1985,763,1977
1608,555,2633
1771,1188,3147
1034,1081,2919
913,103,2845
524,32,904
2137,644,955
2823,7,2457
394,624,2194
775,683,977
1618,1400,1928
2931,172,1641
1032,742,1060
1652,436,268
2439,742,1225
1026,342,1360
2719,1274,1517
2287,835,1873
846,1072,3204
2209,1039,1904
1936,715,1671
1020,987,3000
760,845,1109
1543,915,2701
1126,1065,501
1197,1169,463
227,1218,368
1722,505,3350
1119,338,1568
1890,131,2139
1975,1220,1180
726,648,1116
1466,969,1909
1405,566,2652
1272,1030,207
908,1445,1885
2215,1280,2068
2536,199,2584
526,540,1815
1453,1488,2068
1634,1112,350
1053,1452,3162
1327,618,1820
205,496,2461
551,770,2366
1703,1186,1476
2801,1018,328
784,660,2945
1144,537,3024
288,120,3491
2206,19,2012
1629,1309,1467
940,774,2267
727,974,2363
362,1074,717
465,201,752
797,427,2983
1154,1442,2730
2786,651,1049
682,1469,948
1139,1270,2166
2253,723,2570
1274,1265,1336
705,1211,3318
8,1210,48
1153,1271,3092
1655,422,3468
2910,1208,166
2371,279,60
2827,497,2626
2810,33,1655
1293,731,935
1804,959,2034
1050,1499,2689
1788,43,689
2637,955,2194
639,709,2780
2875,1328,318
1019,542,795
2819,1151,1921
379,1240,2
238,259,215
89,387,1804
1877,1462,2882
1934,1276,1886
1236,762,235
2509,1130,1548
1797,127,10
726,1399,2650
876,668,1044
2420,546,3227
1864,328,2799
2070,1093,3097
2528,825,1255
329,921,1490
863,790,107
2696,1162,650
1156,1480,154
2742,724,2118
2780,426,1413
2036,139,2453
300,742,516
1235,646,1785
462,1193,2555
1713,260,213
2028,934,451
1539,756,1838
166,439,1330
4,1486,1299
1232,1375,2739
1831,418,308
1478,527,3109
1363,1476,3119
1059,866,1369
2436,466,500
2361,1445,2326
389,1092,1908
1470,881,3008
963,651,680
725,137,3065
309,131,48
1220,650,2103
2477,3,928
772,443,2221
2770,1453,2872
145,900,324
1276,1132,2313
35,1345,2160
2509,1298,809
1304,550,2524
176,179,1626
2716,522,174
46,421,2469
2317,430,2779
1300,1033,1931
1052,1422,1183
424,1379,1092
1217,793,282
2401,724,1790
1332,790,22
352,948,1839
2996,215,2523
2768,1413,242
416,134,3213
2348,103,498
673,1058,1134
766,365,91
2787,701,396
453,1387,479
2374,1235,953
1849,1221,168
2746,460,2789
2240,97,2471
1958,884,2146
1092,1293,1320
2101,1051,2298
1493,1089,433
13,675,2047
2055,290,3482
2457,1099,2112
2841,157,118
2870,897,2136
908,717,2615
2551,21,1408
575,358,3481
625,1452,1157
1862,1219,2437
474,676,2297
2272,796,1979
247,752,2491
2072,52,474
934,1148,2968
110,727,2847
1890,1060,1626
2081,886,3159
392,427,1320
2304,1367,422
1813,784,3110
1847,1188,3019
612,357,2167
486,968,2724
2129,1422,2467
1566,897,2551
1135,1163,1165
885,1301,3140
1341,1111,3085
2027,739,1371
1664,272,1615
476,831,3316
117,1079,128
1536,534,2456
1999,293,733
1057,118,1205
1780,1034,1495
337,344,3400
1305,15,10
2248,988,1286
2734,1026,463
2291,1038,2848
2395,1128,758
315,516,241
2968,365,2360
2010,64,2458
1636,1047,1092
1975,507,452
2978,1158,165
1218,382,1096
1336,1283,2122
398,337,1884
1475,1056,868
960,1118,3107
390,1175,270
769,1349,2179
214,1472,3483
1416,852,2974
22,120,3467
2556,684,500
802,581,1581
1226,726,1077
2365,46,3301
2013,276,1074
1195,181,3372
2734,815,2327
1870,69,3163
552,963,1177
1426,220,1496
2154,432,1758
2260,89,1881
1210,699,550
2471,417,2277
590,224,1756
2988,1453,1652
1427,370,2114
2465,987,1029
36,865,1910
1151,603,1386
1080,569,2601
1077,1160,2333
20,517,3338
265,1227,2002
1494,956,2581
1057,1083,2146
1510,1073,1256
555,935,1958
737,1338,163
2905,777,564
1236,449,851
1156,242,806
1175,1473,526
1538,171,137
944,973,1676
1623,56,3225
2910,481,3229
505,511,2468
18,1230,2979
1510,1429,404
1657,153,3463
591,869,2534
2167,1500,1374
1254,864,589
2970,995,3176
37,1089,3480
1983,602,254
1455,722,2646
349,1249,2049
1628,270,52
617,281,1594
176,644,1363
1017,1340,3192
469,186,2082
2794,113,2689
1847,496,2876
2250,1028,2045
2158,1395,3294
2808,92,1212
1469,469,2919
1683,239,3070
1389,472,2299
507,1246,3073
1351,280,387
1809,256,1137
2929,1,3083
2755,93,3095
2923,588,466
1130,948,2976
2445,711,1743
1168,1104,2500
2416,413,1790
1303,873,1425
1609,1072,1887
1168,1066,767
2641,1005,271
2974,1468,958
775,717,1166
580,719,1214
1439,369,2600
598,156,1338
2067,335,2175
2136,1332,847
1180,1386,851
770,1475,2513
147,731,2555
2474,380,636
345,1361,1597
2111,1249,2124
2161,1412,2415
1613,1421,700
523,408,1950
2728,1072,887
2308,8,2329
684,810,446
299,163,3129
337,52,2405
2442,608,850
865,718,1011
1025,1015,278
681,1413,2685
539,706,2254
2048,232,3424
1995,823,3370
2918,234,3481
1260,680,844
1236,359,3235
1588,202,2376
111,126,2673
161,703,2914
2976,74,234
1503,1128,555
1343,126,836
562,486,1157
2184,1040,2241
986,49,1672
608,1283,1092
2942,590,978
1503,442,2136
2342,450,1307
2723,1287,2691
1916,428,1589
1517,663,459
1127,518,798
2124,787,2999
2204,1445,407
2977,1263,2765
2043,1239,2104
2708,1333,3125
1131,417,1271
320,988,2545
1296,949,2440
2049,747,3002
570,1187,2390
2112,329,1986
31,545,1173
2956,605,2470
598,349,2668
1125,1447,188
310,1226,936
1000,1439,2670
471,123,3137
273,1136,1611
1637,26,646
321,516,1262
386,941,2800
192,557,3378
2316,605,410
129,458,3007
459,1278,3192
444,2,1905
178,1122,3396
1149,939,504
2202,1012,3161
2212,397,1806
111,463,2405
1496,1254,23
771,177,1658
1251,1041,2018
1652,300,126
2433,22,3004
1653,530,1241
1641,476,2047
1291,861,1834
2200,1039,1101
2591,1079,1258
2196,710,998
2798,203,2254
70,345,314
443,494,158
559,1185,1022
1558,881,2110
1500,673,2553
1122,161,572
2534,472,31
2609,1226,2753
810,761,246
798,1313,1657
1519,636,1686
1456,793,2201
2842,1110,3383
2067,1054,2869
1343,274,2008
1945,794,1129
872,1373,981
1548,1196,2255
2008,558,877
818,273,2108
413,1340,1414
574,872,1509
2304,1066,3136
2875,683,2112
1981,427,748
1216,395,2249
666,1374,3352
767,1480,691
638,744,2653
732,12,3296
622,758,279
848,415,1595
743,650,3455
2459,595,1614
2736,195,326
1295,1253,869
100,128,81
1103,445,3046
254,1312,1445
1037,658,3048
2445,642,2755
275,926,1183
778,1245,3024
2719,791,3490
1600,1243,557
236,189,3134
651,251,1654
2339,952,1788
1789,941,882
2846,1438,2342
1450,709,1851
759,959,18
2671,984,183
404,49,2673
1568,1140,2227
2210,783,2709
2971,1197,1483
1076,741,3051
2523,1022,626
2321,441,131
36,1278,2355
2859,26,2116
618,250,1214
2458,847,887
1920,343,635
594,1157,1659
1736,453,250
2698,120,2740
1160,1053,2086
862,747,2213
2591,723,951
2086,367,2518
2070,655,2084
2926,1112,2245
1166,1039,3449
2550,1140,1180
1129,452,2373
1280,1265,3330
2433,355,2953
604,1394,221
2849,123,1170
848,1131,1387
2453,659,2275
233,762,2453
622,1120,611
2516,692,3329
2126,1289,3347
163,1384,1516
635,22,2187
1863,1243,2366
1485,785,722
2943,554,1806
2592,502,1104
1879,853,1449
374,236,3064
2981,1257,2066
1990,1399,1730
681,792,2656
1431,169,993
1209,19,2617
143,134,1351
2977,1100,2556
278,59,1997
2238,1156,3107
2447,978,3310
1048,503,2640
851,439,2994
1788,1005,2010
506,502,635
1064,1022,1490
1916,552,2678
1170,608,3441
998,777,1159
147,911,3041
2132,249,3038
249,1326,2800
568,781,446
918,270,1131
240,1105,896
801,1190,861
2835,791,152
613,512,884
700,346,3065
137,629,399
47,128,1097
1824,1484,1742
1942,83,3120
793,692,1677
2300,55,2061
2954,1464,18
635,1174,64
2221,198,3477
1989,1117,2914
2697,1405,1973
2090,1477,911
2951,341,1709
702,482,2183
422,1077,566
2761,83,1650
1986,248,1973
1369,357,1553
2433,70,81
2662,1441,3084
1491,15,1013
2814,945,9
1601,1474,1258
1591,1024,861
1960,794,3224
1904,386,2695
1968,655,489
1470,1303,43
2111,84,2515
2135,1327,652
1100,1101,236
1849,1161,506
954,52,1398
537,1051,875
2580,4,3322
843,838,1355
2034,455,373
2511,1221,1628
1911,919,1049
954,436,720
560,1163,766
731,289,2919
1055,600,604
2950,330,2191
2567,394,2034
188,1218,321
346,589,1177
106,837,2615
2806,996,1154
798,600,2409
1722,277,3170
1896,919,251
604,818,2056
851,1264,2826
473,1035,19
2289,594,1746
2984,1298,369
96,712,3440
965,146,2073
2066,1423,1071
657,281,1550
1317,983,2628
227,1487,735
1216,37,2123
1397,448,155
412,829,1960
876,808,2656
716,950,670
656,791,1530
700,1472,934
514,166,1331
1707,93,2551
536,1267,504
1202,496,961
2581,739,1087
2084,282,118
253,512,1927
2743,1266,588
974,310,1951
1842,552,3153
1736,1175,3400
239,3,3035
990,1290,2517
2928,1024,3310
1529,885,932
779,1052,2245
1096,509,1516
447,47,2804
462,1461,3354
1049,187,522
157,201,1672
2394,75,3479
697,1215,1061
110,889,3329
533,1184,3452
1365,1196,2212
1544,633,3190
2736,439,704
804,44,1814
822,326,1047
2853,1427,1871
486,408,3449
1265,1032,3500
2450,67,1417
2208,111,508
1140,1004,2519
2600,655,2380
1276,1087,775
111,1450,1185
1199,1320,3178
1944,186,637
2244,699,2286
1622,1276,663
910,1315,1498
1223,455,2028
2257,568,249
668,63,1190
2983,848,1244
267,41,260
2870,106,1485
2410,163,1969
1876,672,1007
1945,1120,2187
1980,111,2895
2089,939,3100
1735,131,675
31,639,1785
248,510,2721
109,1119,70
454,747,1037
1992,396,2128
661,498,3037
2979,755,2914
2155,682,1468
2591,763,2031
1365,1475,1498
2594,696,2754
1776,1412,2419
2164,220,846
2734,1083,340
2603,647,359
316,242,2736
2954,883,174
2852,339,789
889,18,1152
2944,1198,1075
2971,754,159
2097,59,343
2516,1290,2925
417,968,1760
543,1040,3034
2734,748,2472
438,561,1533
1676,955,1815
1809,544,2836
1755,340,1899
1315,1467,1907
2206,604,663
2269,851,2099
2697,365,1047
1967,918,258
912,114,464
2754,957,1775
522,437,2001
1831,1391,2909
1012,1476,1245
1687,473,2167
684,964,792
2329,287,2847
938,613,3349
827,1248,2606
2883,675,2952
491,1053,762
2982,81,1942
820,63,2848
335,209,3492
1946,1405,1752
1844,881,2364
1857,1460,2438
1932,522,1154
464,363,1754
1231,1352,287
1566,550,2731
2402,98,1003
2812,1098,2608
2137,688,2311
315,465,352
1832,463,919
841,905,993
2267,604,1661
2184,1181,3376
2709,291,656
2531,1108,2758
816,99,1915
719,120,1925
1588,1022,1447
804,278,1798
2126,26,3098
1718,1479,2963
1079,482,51
1892,24,2983
575,1367,424
582,191,3435
263,349,1639
2397,747,562
1130,640,3147
2526,652,2377
170,1357,242
212,156,546
1322,34,737
1788,534,1637
276,1368,3214
1171,915,2812
823,929,2774
2969,391,376
2014,1179,2367
1001,323,2141
2869,429,475
2351,125,2596
916,755,888
361,1056,717
2820,11,2328
1479,554,126
2208,1398,1665
878,1292,2201
2270,262,3231
2496,617,2271
866,1150,1265
1164,50,1450
360,552,856
2053,124,766
1988,361,1717
2838,444,599
2951,822,1380
2465,989,3464
2387,244,1418
2318,703,145
99,490,2051
1830,1304,636
531,1209,907
187,200,1617
693,846,1810
1427,663,2600
15,223,2565
2535,1131,2870
1504,369,3115
1066,967,1629
2028,1248,1660
949,104,1875
2090,778,517
2689,958,1446
2690,512,2967
697,617,119
1399,1395,669
914,881,3361
2637,61,213
1911,104,1213
766,1053,1518
492,1038,544
2891,1462,518
1431,235,1140
1141,500,2672
316,116,2196
61,142,1432
1975,901,1110
989,280,2876
1600,29,3450
2218,1369,3366
2861,368,2457
295,805,2182
2933,957,1552
2424,822,1092
2286,1031,2707
2012,1348,1896
2453,139,3479
617,1235,2918
2729,386,3005
1486,777,2660
2991,342,1601
129,1133,332
21,995,1258
2308,1310,3027
1908,1392,24
1460,1345,717
1424,1263,3149
2629,505,2376
1252,536,1702
1109,87,1450
2122,22,3331
838,876,2984
399,130,136
995,1487,450
1045,979,538
182,403,2260
972,1074,3228
1188,456,382
1896,628,2074
1254,1390,482
2963,15,2778
1050,612,2323
1274,429,2120
1515,4,2811
1043,669,2920
1646,766,530
2994,892,752
2831,177,1872
133,962,2170
945,1313,1398
0,791,3227
283,862,1518
1050,1398,3350
1063,442,935
2335,27,3301
636,1315,546
2528,355,59
2665,876,2692
2278,1293,137
2733,722,1074
2203,579,1989
1284,1069,2545
984,828,1129
2210,1433,3304
253,375,1613
955,972,677
1212,737,2076
2374,750,634
2250,1438,1988
1955,1249,1474
2046,1379,2889
1220,638,2600
557,47,2306
2789,547,2275
2360,585,2872
2552,906,2285
2911,834,1777
1326,625,3039
1243,779,3181
1948,980,1934
964,386,398
1695,587,804
228,690,2850
1223,939,1844
2075,999,665
498,473,2927
2754,181,631
736,506,2642
851,1369,1372
2020,889,3031
1527,67,3338
2239,259,729
1159,197,2061
41,861,2722
1776,1326,1115
2208,1486,1671
1348,610,1734
1085,1048,3290
924,458,1768
706,541,1827
1921,1435,2559
2108,1268,1250
455,218,416
104,1060,2998
652,573,3467
2525,77,382
1794,1168,898
2033,48,3404
1420,805,2288
1750,824,2608
824,1310,2167
980,886,2615
1526,1051,3156
2378,481,588
2914,555,1577
2606,173,2412
366,747,9
787,728,1082
2836,847,852
1219,174,2100
1367,738,1630
2003,1176,1163
641,149,1989
1258,105,1269
2761,1306,275
194,311,3246
746,916,1462
696,669,880
291,835,3417
1065,891,610
460,775,360
841,1055,2075
1829,1275,1498
2740,1449,3297
1325,292,163
905,489,2720
2988,1048,2875
1916,195,1692
400,350,840
57,1225,2690
1544,1174,480
1593,56,2658
617,836,2623
921,550,2238
2530,1322,2856
1448,1366,3482
2488,734,2967
1621,93,176
1586,693,2921
1737,103,896
372,241,3373
2791,1113,2446
1470,142,2945
926,1192,1285
2350,124,1441
406,657,319
1842,277,3169
316,398,372
2798,557,671
1044,1295,805
2713,1240,1936
642,402,3343
2565,23,2736
1420,721,1921
2970,1298,3031
831,1043,1022
2702,1263,1373
622,600,2520
2511,163,1685
2554,1188,1495
2736,35,606
1171,1273,2599
1255,1431,266
498,5,2872
2820,27,2617
2504,855,2758
1226,1128,374
24,312,3003
1941,0,3276
1817,419,2999
1193,1047,1821
2527,154,1460
2836,1062,371
65,725,3334
2594,1469,3260
636,390,233
318,594,1527
2283,410,700
781,418,598
1032,1412,986
881,1445,586
860,1282,895
2974,430,2575
848,13,723
2255,754,1363
47,1440,3421
2634,982,1976
2679,1240,1278
2211,1073,1980
1049,32,2194
2985,366,1838
2047,1084,1977
912,7,584
699,982,3047
1932,170,3367
2111,1126,3286
628,787,356
1256,377,660
1087,285,991
2163,1484,610
2367,1091,724
2603,733,354
2240,614,1405
1719,773,223
2842,1009,1549
1508,67,1861
2515,1010,3114
2177,1084,275
296,724,6
213,1087,766
424,501,2055
1376,279,2076
1803,1099,2429
2035,717,3040
1518,446,28
1205,1018,1732
1306,1489,182
293,116,3084
530,1189,3064
2732,1217,322
523,294,1728
1617,833,3418
223,1459,1266
882,157,1150
2133,24,2044
419,1008,2074
1264,873,715
2731,656,3499
2430,211,1596
1454,175,2460
1441,634,1000
1436,1188,2110
2387,195,3281
1772,1199,3269
2518,1245,990
1585,1117,2176
2526,1143,2825
814,126,2453
2654,1437,2300
97,827,1687
1181,559,1164
2533,971,2572
2977,1,3146
1578,794,633
2022,1177,1358
2341,220,225
2913,271,3224
2387,500,1267
743,356,1023
173,1410,2814
321,370,1387
184,30,1305
1140,1413,674
1460,1141,1520
340,406,3327
874,876,44
1786,1127,3449
1406,1142,1765
2514,860,1415
2424,331,1296
350,237,2602
2395,625,888
2148,717,2418
1609,228,86
1384,37,1583
1700,248,3398
728,1299,257
2014,797,1515
2890,54,3244
2015,1007,615
633,1097,3349
1581,667,3350
2533,765,2252
2551,1193,2959
1330,592,524
1692,309,2853
1641,1220,193
864,201,540
2881,713,2287
737,1006,2430
1903,1185,1896
2798,637,436
1938,665,2076
437,891,352
2366,578,1134
1915,1408,1513
1446,214,2585
1803,59,1224
753,449,2202
1168,906,1506
1760,257,848
1020,1467,1566
948,209,1873
2883,388,3467
1072,311,91
229,278,2343
1840,1145,1033
1902,754,1335
2423,1205,2553
1174,129,1035
1440,351,2274
1684,656,1209
1022,693,233
92,1092,538
778,967,2204
466,730,720
328,373,1950
1273,1004,1133
2742,706,1454
2204,159,569
2112,732,1468
2839,1258,118
2443,6,1129
2172,1255,2148
1450,887,3147
2290,692,868
1332,1262,486
2162,455,1043
501,1019,915
2275,1125,425
1958,637,1623
1644,1001,981
1745,484,2649
2845,735,2356
1045,729,3228
1223,28,1397
2423,845,3366
738,739,1608
805,33,1461
1849,176,390
699,656,2697
2463,1101,3340
2415,938,1448
482,345,2449
328,875,1572
1305,1349,365
2785,693,615
1671,1322,357
2552,207,1284
1915,1464,969
945,1312,1077
1244,849,165
478,360,1413
2952,344,3209
2150,1030,154
835,822,277
2856,197,602
468,463,1694
2758,1331,979
2571,1179,282
638,1063,1973
1030,719,1000
68,980,2787
1862,1425,330
1753,868,2574
1063,833,3223
487,105,1525
479,310,3242
268,1114,68
2074,380,2489
2306,556,2213
840,262,2743
2227,315,2938
716,816,2983
2969,574,322
1075,749,3440
659,586,1023
1166,1411,2707
1134,882,3257
1235,615,2421
2554,710,282
711,801,777
2536,494,2539
1756,389,2546
1919,399,2968
2137,322,3265
814,1079,3053
1924,1296,2250
2312,1349,445
321,836,1613
2940,1013,2393
2010,949,1984
823,1186,2816
2614,712,2134
2557,1360,83
2370,920,3272
1731,559,165
1807,808,3427
1912,840,91
25,1305,1516
621,1137,1079
1109,1461,3124
698,595,3374
533,1421,2697
387,1151,2287
1622,1492,1449
2471,781,2818
873,98,2120
1775,1337,223
2951,370,1599
1470,1034,2621
556,929,2419
1186,694,2771
1377,1071,1601
2889,1069,1882
436,1168,527
623,1041,612
2624,783,935
930,211,1345
441,1299,1445
2241,509,660
486,418,801
932,57,220
497,368,988
1811,385,2279
2620,134,1967
2021,84,605
1985,870,709
284,1413,2105
2906,448,3460
2981,1318,997
2294,614,1633
2496,1354,2256
1707,138,1588
575,16,393
2644,1405,1049
1332,202,725
2601,339,475
2717,1244,3047
547,1182,1257
1076,927,2653
700,73,933
2033,1155,3352
765,1052,176
2790,855,516
1078,56,2067
2475,1096,1574
2492,1420,2041
2381,456,317
1749,1207,174
2003,1093,3227
2504,815,907
2049,432,2049
1567,1014,1149
1197,200,2027
2629,760,1678
1132,798,2550
1939,756,800
1221,83,3249
2376,1478,3132
2870,591,1332
1215,70,1686
1122,414,1872
1933,75,3265
1123,885,490
525,1372,1325
2960,991,991
536,807,3038
2617,538,2916
909,639,3134
2918,134,455
1612,377,1660
2400,692,2977
493,477,2909
2619,569,2519
2046,497,1450
184,1142,1442
2693,593,3232
1580,1069,405
814,1328,695
1014,549,244
1236,1343,273
65,630,1618
888,623,227
371,971,2095
1875,883,2847
562,332,481
2865,1337,3091
73,801,182
1171,942,1830
2333,1484,610
1713,978,1998
353,44,3437
2028,699,2207
2418,1435,2797
409,869,3320
2453,129,2253
2362,1452,1983
944,1409,940
924,1067,923
2240,1321,419
2218,487,2280
563,461,20
1183,578,1686
1936,337,757
741,994,3139
2456,983,3260
1019,965,3172
1991,490,3365
1232,312,1834
751,1425,398
865,258,2636
1446,20,2889
2399,228,1600
539,71,2973
562,1179,3189
134,1185,2357
1233,1402,1389
2642,1319,3225
278,1201,1029
1312,951,465
1642,718,1983
2875,1003,774
72,1397,2304
2098,273,2341
771,833,2029
109,1151,321
1225,597,3073
2022,550,3325
2083,925,2314
1872,454,2290
42,564,855
2732,1285,1600
786,431,1308
2105,951,1620
2173,334,2491
1466,739,2729
529,972,217
2891,370,340
1079,127,2371
1702,973,2999
1382,906,2074
1698,700,2883
2658,1166,2973
310,1066,755
2521,580,1104
1194,95,1905
545,1002,3052
1032,1126,3039
2881,398,1579
1294,1443,1643
497,690,1235
1247,82,2262
941,1286,213
1982,226,694
1205,722,323
284,385,2753
543,1011,2285
960,1468,3071
1360,345,1371
560,1007,643
41,657,2215
2953,142,727
1210,1187,1574
243,1442,709
691,207,1936
2303,528,2421
1976,128,634
2634,1107,1147
2836,1124,2955
2886,202,2505
964,240,2264
1998,1028,1020
1186,194,904
663,844,840
1850,1469,1537
2709,1248,1684
1668,581,2029
269,1215,318
2743,23,3382
2434,52,1319
1702,1151,660
483,464,2058
1778,9,696
